item_id,item_type,user_id,liked_date,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17
item2147,type0,user1247,2021-10-19 13:55:17.059000,label6,label4,label21,,,,,,,,,,,,,,
item1276,type0,user1247,2021-08-12 21:04:52.416000,label47,label6,label38,label18,label7,,,,,,,,,,,,
item1001,type1,user1247,2021-08-27 13:43:18.145000,label12,label4,label9,label41,label3,label35,label27,label5,,,,,,,,,
item2899,type0,user1247,2021-09-03 00:22:29.291000,label5,label27,label6,label12,label9,label4,,,,,,,,,,,
item1490,type0,user1247,2021-09-11 16:59:12.263000,label6,label112,label9,label4,label111,label24,,,,,,,,,,,
item3349,type0,user1247,2021-10-04 14:18:01.664000,label65,label27,label57,label41,label12,label6,label5,label4,label16,label9,label144,,,,,,
item3374,type0,user1247,2021-10-07 21:29:13.375000,label9,label12,label4,label132,label5,label169,label27,label6,,,,,,,,,
item3772,type0,user1247,2021-08-21 13:05:09.280000,label89,,,,,,,,,,,,,,,,
item3905,type0,user1247,2021-08-28 16:42:06.126000,label12,label9,label4,label5,label6,label27,,,,,,,,,,,
item1218,type1,user1247,2021-09-05 10:07:54.556000,label6,label82,label9,label4,label17,label14,,,,,,,,,,,
item1132,type0,user1247,2021-09-07 15:36:43.180000,label35,label39,label43,label6,label53,,,,,,,,,,,,
item3344,type1,user1247,2021-10-04 14:13:34.500000,label5,label12,label27,label35,label41,label6,label4,label9,label144,,,,,,,,
item408,type0,user1247,2021-08-15 17:32:26.672000,label27,label9,label4,label5,label6,label57,label12,label16,,,,,,,,,
item483,type0,user1247,2021-08-29 14:06:29.240000,label27,label12,label4,label9,label5,,,,,,,,,,,,
item4743,type0,user1247,2021-08-31 15:47:46.119000,label6,label70,label58,label33,label9,label4,,,,,,,,,,,
item4741,type0,user1247,2021-09-01 00:07:13.877000,label87,label6,label40,label12,label5,label27,label9,label4,,,,,,,,,
item1562,type0,user1247,2021-09-18 14:17:16.227000,label12,label136,label9,label4,label5,label41,label6,label27,label35,,,,,,,,
item386,type0,user1247,2021-09-20 15:58:59.270000,label45,label31,label108,label91,label72,label21,label8,label15,label4,label6,label97,,,,,,
item983,type1,user1249,2021-08-28 00:55:20.306000,label27,label12,label38,label7,label47,label6,label5,label4,label9,,,,,,,,
item1810,type0,user1249,2021-09-23 11:45:35.969000,label27,label18,label6,label12,label5,label4,label9,,,,,,,,,,
item2819,type0,user1249,2021-08-28 00:58:25.575000,label65,label108,label116,label33,label51,label4,label9,,,,,,,,,,
item971,type0,user1249,2021-09-03 00:50:30.227000,label19,label3,label5,label4,label9,,,,,,,,,,,,
item1819,type1,user1249,2021-09-25 21:13:04.038000,label5,label27,label35,label6,label4,label9,label146,label12,,,,,,,,,
item1985,type1,user1249,2021-10-08 17:49:55.837000,label9,label4,label38,label12,label28,label7,label47,label69,label27,label33,label6,label51,label5,,,,
item1002,type0,user1250,2021-08-28 00:40:10.795000,label38,label7,label47,label4,label6,,,,,,,,,,,,
item517,type0,user1250,2021-08-28 01:32:45.855000,label4,label5,label6,label27,label12,label9,,,,,,,,,,,
item1004,type0,user1250,2021-08-28 02:15:38.181000,label6,label4,,,,,,,,,,,,,,,
item888,type0,user1250,2021-09-15 17:41:39.722000,label9,label4,label6,label82,label14,label17,,,,,,,,,,,
item277,type0,user1250,2021-08-28 02:08:27.615000,label6,label4,,,,,,,,,,,,,,,
item2811,type0,user1250,2021-08-28 02:26:13.031000,label47,label6,label4,label38,label7,,,,,,,,,,,,
item2812,type0,user1250,2021-08-28 02:31:55.573000,label4,label12,label14,label17,label27,label6,label5,label9,label82,,,,,,,,
item491,type0,user1250,2021-08-28 00:41:55.232000,label65,label7,label47,label6,label205,label38,,,,,,,,,,,
item2826,type0,user1250,2021-08-28 01:00:48.647000,label4,label27,label12,label5,label9,label6,label61,,,,,,,,,,
item1064,type0,user1250,2021-08-28 02:32:57.482000,label47,label141,label6,label38,label69,label7,,,,,,,,,,,
item1421,type0,user1250,2021-09-13 00:54:41.644000,label41,label18,label27,label12,label9,label4,label5,label6,,,,,,,,,
item940,type0,user1250,2021-08-28 01:03:22.064000,label7,label9,label4,label6,label33,label101,label47,label71,label38,,,,,,,,
item4718,type0,user1250,2021-08-28 01:47:46.823000,label9,label4,label5,label6,label12,label27,label35,,,,,,,,,,
item4719,type0,user1250,2021-08-28 01:54:35.374000,label4,label6,,,,,,,,,,,,,,,
item1107,type1,user1250,2021-09-01 06:43:30.220000,label6,label4,label47,label7,label38,,,,,,,,,,,,
item100,type2,user1250,2021-09-08 13:56:23.768000,label12,label4,label5,label6,label27,label9,,,,,,,,,,,
item4845,type2,user1250,2021-09-13 01:07:08.712000,label7,label12,label38,label47,label27,label6,label5,label4,label9,,,,,,,,
item949,type1,user1253,2021-08-28 01:41:07.137000,label38,label205,label6,label69,label47,label7,,,,,,,,,,,
item1270,type1,user1253,2021-09-04 21:41:38.312000,label27,label12,label69,label6,label5,label4,label9,,,,,,,,,,
item3018,type1,user1253,2021-09-09 14:10:09.586000,label5,label12,label39,label27,label6,label4,label43,label9,,,,,,,,,
item1927,type1,user1253,2021-10-02 22:55:51.317000,label12,label27,label6,label5,label4,label9,,,,,,,,,,,
item3394,type1,user1253,2021-10-11 00:00:17.829000,label6,label9,label4,label132,label12,label5,label157,label27,label35,,,,,,,,
item3576,type1,user1253,2021-08-11 22:07:34.944000,label6,label47,label7,label38,label4,,,,,,,,,,,,
item3607,type1,user1253,2021-08-13 00:54:42.993000,label18,label75,label44,label6,label52,,,,,,,,,,,,
item772,type1,user1253,2021-08-23 12:55:15.910000,label74,label97,label4,label55,label6,label35,label9,,,,,,,,,,
item2584,type1,user1253,2021-08-26 01:20:59.948000,label5,label9,label12,label27,label6,label4,,,,,,,,,,,
item2970,type1,user1253,2021-09-05 23:50:55.237000,label12,label27,label6,label5,label4,label9,,,,,,,,,,,
item4193,type1,user1253,2021-09-24 23:50:26.899000,label33,label4,label6,label28,,,,,,,,,,,,,
item1839,type1,user1253,2021-09-28 14:44:12.860000,label4,label6,label27,label12,label5,label9,,,,,,,,,,,
item305,type1,user1253,2021-08-12 18:44:55.572000,label12,label27,label6,label9,label5,label4,,,,,,,,,,,
item4609,type1,user1253,2021-08-20 01:30:53.288000,label52,label6,label4,label21,label75,,,,,,,,,,,,
item800,type1,user1253,2021-08-24 01:55:42.941000,label74,label68,label55,label67,label54,label97,,,,,,,,,,,
item428,type1,user1253,2021-08-31 00:18:52.707000,label3,label5,label4,label9,label65,,,,,,,,,,,,
item4753,type1,user1253,2021-09-01 00:19:59.970000,label88,label6,label4,label21,label8,label72,label172,label93,,,,,,,,,
item2984,type1,user1253,2021-09-08 14:38:02.250000,label3,label65,label9,label4,label5,label62,,,,,,,,,,,
item4849,type1,user1253,2021-09-13 16:25:17.364000,label7,label6,label4,label47,label38,,,,,,,,,,,,
item1543,type1,user1253,2021-09-17 12:24:05.334000,label51,label5,label69,label12,label35,label33,label6,label9,label158,label4,label27,,,,,,
item4162,type1,user1253,2021-09-20 01:33:04.828000,label12,label27,label5,label9,label6,label4,,,,,,,,,,,
item1713,type1,user1253,2021-09-24 23:46:47.108000,label7,label4,label6,label38,label47,,,,,,,,,,,,
item1008,type1,user1257,2021-08-28 07:08:50.212000,label47,label54,label4,label133,label12,label63,label6,label38,label35,label7,label205,,,,,,
item1295,type0,user1257,2021-09-07 04:51:45.778000,label65,label9,label27,label6,label5,label4,label12,label62,,,,,,,,,
item1922,type0,user1257,2021-10-02 12:55:10.856000,label12,label9,label4,label5,label6,label27,,,,,,,,,,,
item929,type0,user1257,2021-09-04 10:55:42.617000,label27,label9,label18,label6,label5,label4,label12,,,,,,,,,,
item1907,type0,user1257,2021-09-28 22:02:41.500000,label87,label27,label9,label4,label12,label5,label40,label6,,,,,,,,,
item3371,type1,user1257,2021-10-06 18:27:46.906000,label4,label5,label6,label16,label9,label57,,,,,,,,,,,
item1125,type1,user1257,2021-09-02 06:07:52.728000,label4,label6,label12,label93,label27,label48,label9,label5,,,,,,,,,
item1186,type0,user1257,2021-09-02 12:40:08.565000,label60,label138,label76,label9,label4,label6,,,,,,,,,,,
item1199,type1,user1257,2021-09-04 09:44:15.825000,label69,label6,label47,label38,label169,label7,,,,,,,,,,,
item4893,type0,user1257,2021-09-18 18:40:29.287000,label7,label38,label6,label47,label4,,,,,,,,,,,,
item983,type1,user1259,2021-08-28 10:02:40.603000,label6,label33,label71,label101,label12,label27,label4,label5,label9,,,,,,,,
item317,type0,user1259,2021-09-15 23:19:47.758000,label47,label7,label38,label4,label6,,,,,,,,,,,,
item1682,type1,user1259,2021-09-24 05:34:50.727000,label62,label6,label35,label27,label190,label9,label4,label5,label12,,,,,,,,
item2518,type0,user1259,2021-08-17 22:50:12.056000,label64,label98,label6,label4,label9,label15,,,,,,,,,,,
item1254,type1,user1259,2021-08-28 11:21:59.447000,label38,label19,label6,label47,label7,label141,,,,,,,,,,,
item1010,type1,user1259,2021-08-29 21:31:11.026000,label33,label70,label58,label35,label9,label4,label51,,,,,,,,,,
item2851,type3,user1259,2021-08-31 09:57:14.768000,label26,label125,label79,label173,label194,,,,,,,,,,,,
item638,type1,user1259,2021-08-20 09:01:20.816000,label74,label9,label4,label44,label55,label97,,,,,,,,,,,
item1033,type0,user1259,2021-08-28 10:06:27.643000,label9,label50,label20,label109,label86,label35,label33,label4,,,,,,,,,
item1097,type1,user1259,2021-09-01 12:03:34.634000,label12,label9,label4,label5,label6,label33,label101,label27,label71,,,,,,,,
item1082,type1,user1259,2021-09-01 12:12:53.300000,label6,label4,,,,,,,,,,,,,,,
item123,type0,user126,2021-08-09 11:44:39.911000,label6,label75,label52,,,,,,,,,,,,,,
item663,type2,user126,2021-08-20 20:00:26.048000,label3,label35,label6,label5,label4,label9,label12,label27,,,,,,,,,
item689,type0,user126,2021-08-21 12:53:38.159000,label58,label33,label6,label70,label29,,,,,,,,,,,,
item909,type2,user126,2021-08-25 22:12:15.815000,label63,label38,label133,label65,label71,label6,label47,label4,label9,label7,,,,,,,
item966,type0,user126,2021-08-27 11:00:47.111000,label21,label4,label6,,,,,,,,,,,,,,
item2774,type2,user126,2021-08-26 12:29:51.627000,label51,label33,label19,,,,,,,,,,,,,,
item2775,type0,user126,2021-08-26 13:41:25.992000,label27,label5,label50,label4,label6,label9,label12,label37,label35,,,,,,,,
item2798,type0,user126,2021-08-27 11:29:39.528000,label69,label33,label51,,,,,,,,,,,,,,
item2860,type0,user126,2021-08-31 19:15:45.415000,label12,label27,label6,label5,label4,label9,,,,,,,,,,,
item2868,type0,user126,2021-09-01 10:52:55.873000,label47,label65,label120,label6,label7,label38,,,,,,,,,,,
item1553,type0,user126,2021-09-22 14:53:14.900000,label7,label38,label6,label4,label47,,,,,,,,,,,,
item374,type0,user126,2021-08-13 10:41:33.126000,label14,label82,label17,label6,label4,label9,,,,,,,,,,,
item747,type0,user126,2021-08-22 10:46:16.051000,label12,label4,label5,label27,label80,label14,label9,,,,,,,,,,
item919,type0,user126,2021-08-26 12:22:01.295000,label19,label33,label51,label4,label9,label116,label108,,,,,,,,,,
item3865,type0,user126,2021-08-26 13:41:08.304000,label7,label38,label4,label6,label47,,,,,,,,,,,,
item3884,type0,user126,2021-08-27 10:54:26.413000,label6,label7,label47,label38,,,,,,,,,,,,,
item3929,type0,user126,2021-08-30 13:51:32.428000,label6,label4,label38,label47,label7,,,,,,,,,,,,
item3987,type2,user126,2021-09-03 11:07:11.214000,label9,label5,label6,label27,label12,label4,,,,,,,,,,,
item1031,type0,user126,2021-08-26 13:33:16.152000,label51,label33,label69,,,,,,,,,,,,,,
item2952,type0,user126,2021-09-03 10:34:36.574000,label6,label82,label9,label4,label35,label17,label14,,,,,,,,,,
item1547,type0,user126,2021-09-18 12:12:48.674000,label15,label10,label8,label91,label152,label21,label6,label17,label97,label108,label31,label72,label4,,,,
item946,type1,user1263,2021-08-28 12:28:33.936000,label6,label69,,,,,,,,,,,,,,,
item1017,type2,user1263,2021-08-28 12:46:30.195000,label27,label69,label5,label9,label4,label6,label12,,,,,,,,,,
item991,type1,user1263,2021-08-28 12:38:53.606000,label6,label4,,,,,,,,,,,,,,,
item1021,type1,user1263,2021-08-28 12:26:51.511000,label7,label47,label6,label4,label38,,,,,,,,,,,,
item3902,type1,user1263,2021-08-28 12:37:37.541000,label38,label6,label47,label7,label4,,,,,,,,,,,,
item3048,type1,user1263,2021-09-12 15:14:37.703000,label9,label17,label14,label82,label6,label4,,,,,,,,,,,
item1601,type1,user1263,2021-09-18 20:06:18.432000,label18,label6,,,,,,,,,,,,,,,
item3157,type1,user1263,2021-09-19 15:20:05.224000,label4,label27,label12,label6,label5,label9,,,,,,,,,,,
item1387,type1,user1263,2021-09-09 09:28:04.486000,label9,label12,label10,label39,label27,label103,label6,label5,label4,,,,,,,,
item148,type0,user1265,2021-08-28 14:50:27.594000,label3,label5,label65,label4,label9,,,,,,,,,,,,
item1135,type1,user1265,2021-09-02 01:57:40.416000,label38,label7,label47,label35,label6,,,,,,,,,,,,
item1137,type1,user1265,2021-09-02 02:10:13.237000,label27,label4,label9,label6,label5,label12,,,,,,,,,,,
item1139,type1,user1265,2021-09-02 02:33:07.424000,label4,label71,label101,label35,label33,label141,label9,label51,label6,,,,,,,,
item1265,type1,user1265,2021-09-05 16:55:40.320000,label6,label57,label27,label16,label12,label4,label77,label9,label5,,,,,,,,
item1266,type1,user1265,2021-09-05 17:18:08.473000,label19,label47,label7,label157,label38,label6,,,,,,,,,,,
item1323,type1,user1265,2021-09-08 10:24:02.119000,label35,label159,label7,label38,label47,label6,,,,,,,,,,,
item1325,type1,user1265,2021-09-08 11:28:06.729000,label5,label9,label4,label6,label35,label27,label12,,,,,,,,,,
item1356,type1,user1265,2021-09-09 18:49:02.581000,label12,label4,label27,label6,label5,label9,,,,,,,,,,,
item1379,type1,user1265,2021-09-10 23:36:50.884000,label7,label4,label47,label38,label6,,,,,,,,,,,,
item1381,type1,user1265,2021-09-10 23:46:20.181000,label47,label6,label7,label146,label38,,,,,,,,,,,,
item1422,type1,user1265,2021-09-12 23:40:31.138000,label4,label5,label6,label27,label9,label12,label65,,,,,,,,,,
item1428,type1,user1265,2021-09-13 12:13:55.228000,label125,label150,label173,label76,label26,label194,,,,,,,,,,,
item1437,type1,user1265,2021-09-13 18:31:55.503000,label4,label38,label7,label47,label6,,,,,,,,,,,,
item2030,type1,user1265,2021-10-10 18:56:16.526000,label141,label12,label69,label27,label41,label6,label5,label4,label9,,,,,,,,
item2133,type1,user1265,2021-10-18 17:56:56.801000,label6,label27,label12,label4,label5,label9,,,,,,,,,,,
item1985,type1,user1265,2021-10-18 18:16:31.348000,label169,label9,label65,label4,label5,label12,label6,label27,,,,,,,,,
item2134,type1,user1265,2021-10-18 18:30:27.207000,label12,label65,label9,label4,label5,label6,label33,label27,label28,,,,,,,,
item1999,type3,user1265,2021-10-18 18:25:52.197000,label4,label6,label43,label5,label39,label12,label27,label9,,,,,,,,,
item2135,type1,user1265,2021-10-18 18:51:10.278000,label12,label4,label9,label5,label93,label27,label48,label6,,,,,,,,,
item2149,type1,user1265,2021-10-19 18:42:13.123000,label9,label5,label27,label12,label65,label4,,,,,,,,,,,
item2656,type1,user1265,2021-09-01 15:19:26.195000,label27,label4,label9,label5,label6,label12,,,,,,,,,,,
item2874,type1,user1265,2021-09-01 15:57:47.214000,label9,label5,label3,label80,label4,,,,,,,,,,,,
item893,type1,user1265,2021-09-02 01:55:09.078000,label4,label9,label12,label27,label6,label5,,,,,,,,,,,
item2849,type1,user1265,2021-09-02 02:26:13.219000,label62,label4,label9,label3,label19,label5,,,,,,,,,,,
item774,type1,user1265,2021-09-02 02:44:32.612000,label27,label6,label5,label4,label9,label12,,,,,,,,,,,
item1142,type1,user1265,2021-09-02 16:52:09.857000,label27,label6,label9,label12,label4,label5,,,,,,,,,,,
item2927,type3,user1265,2021-09-05 16:43:19.355000,label47,label6,label157,label7,label35,label38,,,,,,,,,,,
item2997,type1,user1265,2021-09-08 10:47:33.482000,label75,label52,label6,label4,,,,,,,,,,,,,
item1303,type1,user1265,2021-09-08 11:11:22.573000,label4,label6,label193,label69,label9,label129,label76,,,,,,,,,,
item3000,type1,user1265,2021-09-08 11:21:39.022000,label82,label9,label12,label14,label17,label27,label6,label5,label4,,,,,,,,
item3001,type1,user1265,2021-09-08 11:34:38.338000,label9,label65,label4,label5,label6,label27,label12,,,,,,,,,,
item1401,type1,user1265,2021-09-10 13:25:44.354000,label27,label12,label9,label4,label5,label6,,,,,,,,,,,
item3026,type1,user1265,2021-09-10 13:28:00.555000,label5,label9,label3,label4,label137,label41,,,,,,,,,,,
item1341,type1,user1265,2021-09-10 23:55:15.943000,label47,label38,label7,label4,label6,,,,,,,,,,,,
item907,type1,user1265,2021-09-11 00:55:40.816000,label6,label18,label9,label12,label4,label27,label5,,,,,,,,,,
item3049,type1,user1265,2021-09-12 15:11:51.148000,label42,label126,label72,label21,label8,label4,label6,label88,,,,,,,,,
item3060,type1,user1265,2021-09-13 12:10:16.747000,label173,label76,label125,label150,label26,label194,,,,,,,,,,,
item1462,type1,user1265,2021-09-13 14:35:11.838000,label47,label38,label4,label6,label7,,,,,,,,,,,,
item1961,type1,user1265,2021-10-04 17:06:47.899000,label4,label5,label6,label27,label9,label12,,,,,,,,,,,
item2029,type1,user1265,2021-10-10 18:58:24.854000,label52,label75,label4,label6,,,,,,,,,,,,,
item3459,type1,user1265,2021-10-19 18:37:17.758000,label39,label6,label43,label4,,,,,,,,,,,,,
item3949,type1,user1265,2021-09-01 12:05:42.540000,label101,label12,label9,label5,label4,label27,label71,label6,label33,,,,,,,,
item3960,type1,user1265,2021-09-02 01:00:20.138000,label9,label4,label5,label6,label18,label41,label27,label12,,,,,,,,,
item3961,type1,user1265,2021-09-02 01:01:28.891000,label5,label27,label4,label12,label9,label6,,,,,,,,,,,
item2817,type3,user1265,2021-09-02 01:57:19.924000,label83,label9,label6,label94,label95,label4,,,,,,,,,,,
item3962,type1,user1265,2021-09-02 02:02:10.555000,label12,label4,label9,label5,label6,label27,,,,,,,,,,,
item751,type1,user1265,2021-09-02 02:44:54.841000,label54,label4,label36,label133,label6,label63,,,,,,,,,,,
item4013,type1,user1265,2021-09-05 16:50:08.801000,label6,label4,label89,,,,,,,,,,,,,,
item1607,type1,user1265,2021-09-09 19:22:13.538000,label4,label27,label5,label35,label12,label135,label9,label6,,,,,,,,,
item3032,type1,user1265,2021-09-10 13:22:34.985000,label27,label9,label4,label5,label6,label18,label12,,,,,,,,,,
item3941,type1,user1265,2021-09-10 23:53:47.037000,label43,label6,label33,label86,label9,label20,label39,label4,,,,,,,,,
item4067,type1,user1265,2021-09-11 00:23:15.638000,label9,label101,label35,label33,label6,label5,label4,label71,label12,label27,,,,,,,
item4068,type1,user1265,2021-09-11 00:58:27.317000,label18,label27,label5,label4,label9,label12,label6,,,,,,,,,,
item4346,type1,user1265,2021-10-18 19:14:01.931000,label9,label5,label27,label12,label4,,,,,,,,,,,,
item3429,type1,user1265,2021-10-19 18:12:58.094000,label5,label217,label9,label4,label6,label35,label27,label12,,,,,,,,,
item2025,type1,user1265,2021-10-19 18:24:24.917000,label4,label27,label6,label33,label5,label12,label28,label9,label19,,,,,,,,
item4761,type1,user1265,2021-09-01 15:47:03.703000,label9,label20,label6,label33,label86,label69,label4,,,,,,,,,,
item1037,type1,user1265,2021-09-02 00:57:10.252000,label53,label39,label6,label43,label69,,,,,,,,,,,,
item2772,type1,user1265,2021-09-02 00:58:24.850000,label19,label38,label144,label7,label47,label6,,,,,,,,,,,
item892,type1,user1265,2021-09-02 01:59:27.349000,label9,label4,label5,label6,label27,label12,,,,,,,,,,,
item2741,type1,user1265,2021-09-02 02:24:30.136000,label4,label35,label133,label36,label6,label54,label63,,,,,,,,,,
item2786,type1,user1265,2021-09-02 02:12:24.085000,label48,label27,label93,label12,label5,label4,label9,label6,,,,,,,,,
item869,type1,user1265,2021-09-02 02:22:41.874000,label4,label6,,,,,,,,,,,,,,,
item4765,type1,user1265,2021-09-02 02:29:53.773000,label58,label70,label4,label6,label33,label9,label38,label7,label47,,,,,,,,
item2703,type1,user1265,2021-09-02 02:36:25.328000,label9,label27,label12,label6,label4,label5,,,,,,,,,,,
item4766,type1,user1265,2021-09-02 02:38:20.644000,label19,label133,label7,label38,label6,label47,label63,label4,label54,,,,,,,,
item3800,type1,user1265,2021-09-02 02:39:27.282000,label9,label4,label5,label6,label57,label16,,,,,,,,,,,
item3015,type1,user1265,2021-09-05 16:40:07.871000,label157,label47,label65,label38,label7,label6,,,,,,,,,,,
item1301,type3,user1265,2021-09-08 10:56:15.392000,label9,label5,label62,label65,label4,label3,,,,,,,,,,,
item4807,type1,user1265,2021-09-08 11:06:54.424000,label5,label35,label3,label62,label9,label4,,,,,,,,,,,
item4808,type1,user1265,2021-09-08 11:25:39.153000,label27,label71,label33,label6,label5,label4,label9,label101,label12,,,,,,,,
item1366,type1,user1265,2021-09-09 18:45:53.349000,label39,label43,label4,label6,,,,,,,,,,,,,
item1338,type1,user1265,2021-09-09 19:18:20.352000,label47,label146,label6,label69,label7,label38,,,,,,,,,,,
item1057,type1,user1265,2021-09-11 00:01:48.839000,label6,label5,label4,label9,label12,label132,label27,,,,,,,,,,
item4839,type1,user1265,2021-09-12 14:59:47.967000,label7,label38,label185,label6,label35,label47,,,,,,,,,,,
item1610,type1,user1265,2021-09-12 15:13:43.765000,label21,label84,label12,label88,label6,label4,label8,label72,,,,,,,,,
item1436,type1,user1265,2021-09-12 23:43:00.287000,label10,label4,label9,label6,label103,label39,,,,,,,,,,,
item1409,type3,user1265,2021-09-13 12:09:16.256000,label38,label47,label4,label6,label7,,,,,,,,,,,,
item5080,type1,user1265,2021-10-18 18:11:20.234000,label63,label164,label12,label4,label71,label5,label133,label19,label137,label9,label6,,,,,,
item893,type1,user1266,2021-08-28 14:31:34.311000,label82,label17,label27,label6,label5,label4,label9,label12,label62,label14,,,,,,,
item1020,type1,user1266,2021-08-29 12:55:21.156000,label4,label9,label12,label27,label5,,,,,,,,,,,,
item2641,type3,user1266,2021-08-22 23:03:37.127000,label38,label7,label47,label6,label4,,,,,,,,,,,,
item476,type0,user1266,2021-08-22 23:13:07.723000,label6,label38,label47,label4,label7,,,,,,,,,,,,
item2818,type1,user1266,2021-08-28 15:18:00.701000,label12,label27,label18,label6,label5,label4,label9,,,,,,,,,,
item1008,type1,user1266,2021-08-28 15:08:49.852000,label9,label138,label76,label60,label6,label4,label65,,,,,,,,,,
item3916,type1,user1266,2021-08-29 13:01:10.548000,label4,label9,label27,label5,label12,,,,,,,,,,,,
item2666,type3,user1266,2021-08-22 23:01:05.145000,label4,label47,label7,label6,label38,,,,,,,,,,,,
item3872,type0,user1266,2021-08-29 12:57:38.841000,label4,label12,label27,label9,label5,,,,,,,,,,,,
item1251,type0,user1266,2021-10-17 11:46:51.723000,label9,label5,label27,label4,label12,,,,,,,,,,,,
item1018,type1,user1268,2021-08-28 14:45:25.206000,label6,label4,label18,,,,,,,,,,,,,,
item801,type1,user1268,2021-08-24 10:00:08.500000,label55,label9,label4,label19,label97,label74,,,,,,,,,,,
item877,type1,user1268,2021-08-24 09:53:19.647000,label4,label65,label9,label6,label55,label97,label74,,,,,,,,,,
item771,type1,user1268,2021-08-23 17:08:46.421000,label6,label4,,,,,,,,,,,,,,,
item2728,type1,user1268,2021-08-24 09:51:22.465000,label6,label4,,,,,,,,,,,,,,,
item951,type1,user1269,2021-08-28 15:12:16.735000,label61,label9,label4,label5,label6,label27,label12,,,,,,,,,,
item1310,type1,user1269,2021-09-08 16:16:06.286000,label6,label39,label70,label149,label72,label21,label8,label4,,,,,,,,,
item2054,type1,user1269,2021-10-12 18:05:05.009000,label5,label4,label9,label12,label27,label6,,,,,,,,,,,
item2722,type0,user1269,2021-08-24 14:55:34.265000,label27,label14,label82,label9,label12,label4,label5,label6,label17,,,,,,,,
item2724,type2,user1269,2021-08-24 15:04:57.659000,label76,label4,label8,label35,label13,label92,label6,,,,,,,,,,
item907,type1,user1269,2021-08-25 21:33:37.381000,label6,label5,label27,label9,label4,label12,,,,,,,,,,,
item1054,type1,user1269,2021-08-30 11:02:58.074000,label7,label35,label6,label38,label47,,,,,,,,,,,,
item3022,type2,user1269,2021-09-10 01:01:14.265000,label9,label57,label16,label4,label5,label6,,,,,,,,,,,
item135,type0,user1269,2021-08-30 18:41:11.196000,label118,label33,label65,label51,,,,,,,,,,,,,
item3036,type0,user1269,2021-09-11 12:34:59.456000,label43,label4,label6,label39,,,,,,,,,,,,,
item4561,type2,user1269,2021-08-17 00:08:50.855000,label65,label6,label5,label4,,,,,,,,,,,,,
item1015,type1,user1272,2021-08-28 16:45:33.986000,label136,label6,label69,label47,label7,label38,,,,,,,,,,,
item1146,type1,user1272,2021-09-02 11:22:06.651000,label6,label22,label85,label19,label170,label4,label9,,,,,,,,,,
item1117,type1,user1272,2021-09-01 18:06:18.287000,label4,label9,label6,label5,label12,label27,,,,,,,,,,,
item1263,type1,user1272,2021-09-01 18:13:57.214000,label5,label4,label9,label27,label12,label6,,,,,,,,,,,
item1156,type1,user1272,2021-09-01 18:16:52.306000,label4,label9,label12,label14,label6,label63,label69,label5,,,,,,,,,
item1054,type1,user1272,2021-08-30 08:28:50.907000,label8,label72,label14,label7,label21,label139,label6,label4,,,,,,,,,
item972,type1,user1272,2021-08-27 15:34:38.772000,label47,label52,label38,label77,label7,label6,label75,label4,,,,,,,,,
item1022,type0,user1275,2021-08-28 19:31:42.349000,label4,label9,label5,label42,label168,,,,,,,,,,,,
item1026,type0,user1275,2021-08-28 22:08:15.675000,label5,label35,label3,label9,label4,,,,,,,,,,,,
item2823,type0,user1275,2021-08-28 22:05:16.160000,label184,label51,label6,label133,label4,label9,label108,,,,,,,,,,
item830,type1,user1275,2021-08-24 18:40:52.950000,label7,label19,label6,label11,label38,label47,,,,,,,,,,,
item3839,type1,user1275,2021-08-24 18:50:23.842000,label6,label4,,,,,,,,,,,,,,,
item1022,type0,user1280,2021-08-28 21:41:56.153000,label4,label52,label38,label7,label47,label6,label75,,,,,,,,,,
item1387,type1,user1280,2021-09-08 21:07:13.065000,label134,label6,label47,label35,label7,label38,,,,,,,,,,,
item3624,type0,user1280,2021-08-23 12:19:06.909000,label38,label7,label4,label6,label47,,,,,,,,,,,,
item989,type2,user1280,2021-08-23 12:21:32.022000,label5,label12,label4,label9,label6,label27,label47,label7,label38,,,,,,,,
item973,type1,user1280,2021-08-28 21:44:34.641000,label12,label4,label5,label6,label61,label27,label9,,,,,,,,,,
item2015,type0,user1280,2021-10-05 20:43:33.419000,label4,label9,label65,label12,label27,label6,label5,,,,,,,,,,
item2661,type0,user1280,2021-08-23 12:13:12.462000,label6,label47,label7,label35,label38,,,,,,,,,,,,
item1032,type1,user1289,2021-08-29 07:22:38.249000,label3,label5,label4,label9,label65,,,,,,,,,,,,
item1327,type1,user1289,2021-09-08 18:02:44.052000,label12,label9,label4,label27,label19,label5,label6,,,,,,,,,,
item1333,type1,user1289,2021-09-08 18:19:56.179000,label76,label8,label4,label6,label13,label92,,,,,,,,,,,
item1148,type0,user1289,2021-09-11 01:20:08.049000,label6,label27,label12,label4,label9,label5,,,,,,,,,,,
item1127,type0,user1289,2021-09-11 01:21:24.390000,label52,label6,label4,label75,,,,,,,,,,,,,
item2526,type1,user1289,2021-08-17 01:29:27.133000,label40,label238,label63,label9,label4,label5,label69,,,,,,,,,,
item954,type0,user1299,2021-08-29 12:47:21.808000,label5,label9,label12,label27,label4,,,,,,,,,,,,
item1231,type1,user1299,2021-09-04 12:17:53.176000,label131,label3,label4,label9,label5,label12,label6,label28,,,,,,,,,
